pot_or_sample,host_genotype,MAG746A,MAG215,MAG243A,MAG221,MAG420,MAG201,MAG539,MAG199,MAG242,MAG230,MAG177,MAG204,MAG33,MAG182,MAG749B,MAG286,MAG24,MAG18,MAG176B,MAG16,MAG313,MAG21,MAG191,MAG157,MAG192D,MAG154,MAG27,MAG121,MAG540,MAG248,MAG88,MAG245,MAG258,MAG220,MAG278,MAG282,MAG10,MAG146,MAG144B,MAG123,MAG714A,MAG259,MAG533,MAG62,MAG225,MAG722B,MAG148B,MAG358,MAG184,MAG169,MAG761A,MAG158B,MAG320,MAG322,MAG325,MAG384,MAG34,MAG406,MAG342,MAG373,MAG386,MAG40,MAG41,MAG417,MAG42,MAG145,MAG48,MAG5,MAG513,MAG31,MAG514,MAG523,MAG530,MAG65,MAG66,MAG701B,MAG200,MAG726A,MAG726B,MAG73,MAG733A,MAG739A,MAG746B,MAG748A,MAG749C,MAG755A,MAG183,MAG97
432,HM033,0.0040232,0.00373003,0.0115618,0,0.00994221,0.00672102,0.00559526,0.0313828,0.012114,0.00414956,0.00549855,0.00362141,0,0.00290724,0.0220908,0.00836326,0.00291086,0.0324814,0.00746749,0.00308113,0.00365663,0.0163789,0.00277872,0.00779165,0.00288783,0.00448581,0,0,0.0171608,0.0300494,0.00907328,0.0100881,0.00787046,0.000178097,0.0584362,0.0116848,0.002414,0.00282299,0.00711822,0.0123843,0.0154579,0.0177943,0.00961419,0.00712084,0.0037882,0.0959721,0.000114869,0.00265549,0.00514464,0.00604122,0.0145916,0.0227118,0.0218512,0.000219362,0.00596691,0,0.00637372,0.0238098,0.00646188,0.0879728,0.00962332,0.00406454,0.024154,0.000445515,0.00702753,0.00295593,0.0108009,0.00463186,0.0100588,0.00189494,0.0118528,0.0064394,0,0,0.00859561,0.00915234,0.00348086,0.00990099,0.0382886,0.00796815,0.0056233,0.02283,0.00286768,0.0191142,0.0130019,0.0170452,0.00665693,0.00295949
433,HM263,0.00137977,0.00146783,0.00197228,0.040484,0.00175777,0.000602871,0.00131611,0.00169845,0.00295712,0.00132349,0.00107767,0.00764766,0.0592842,0.00154156,0.00270589,0.00128415,0.00121667,0.000121268,0.00482705,0.00168577,0.00273154,0.00167886,0.00228346,0.0015869,0.000959638,0.00158148,0.00369629,0.00991791,0.0067069,0.00694822,0.000536476,0.00293364,0.00128291,0,0.00121271,0.00662659,0.000835365,0.00425754,0.00166917,0.00246471,0.00136377,0.00175981,0.000917999,0.00208146,0.00169047,0.00487915,0.00956969,0.00199531,0.00201821,0.0033504,0.0018919,0.00123796,0.00140324,0.00533025,0.00100716,0.0535024,0.00134255,0.00185689,0.00226469,0.00129276,0.00182702,0.000984469,0.000732345,0.000639854,0.00049522,0.0029295,0.00113951,0.00436591,0.00138804,0.000530266,0.000928351,0.169044,0.0354768,0.0318405,0.00522744,0.00449304,0.00167561,0.00165916,0.000962533,0.371587,0.00280588,0.00771779,0.000987877,0.00124548,0.00298921,0.00329638,0.0399327,0.00608068
434,HM057,0.018914,0.0167688,0.00856636,0.000248382,0.0163975,0.00916903,0.00573821,0.0176122,0.00338955,0.00463953,0.00805926,0.0068105,0,0.0348651,0.00844406,0.0121285,0.00863294,0.0570138,0.0122746,0.00359754,0.00549474,0.00278947,0.00623553,0.0065159,0.00271777,0.00402158,0.000119561,0,0.00440932,0.00921559,0.0126738,0.00508828,0.00682808,0.000399295,0.00916689,0.00500621,0.00169763,0.0120958,0.00614742,0.0133117,0.00718379,0.00451108,0.00844141,0.00366492,0.00612937,0.00700313,0.0145067,0.00595099,0.00488022,0.010192,0.00495226,0.0036787,0.0106152,0.041073,0.00678476,0.00012848,0.0102298,0.0186845,0.00798758,0.0108128,0.0111902,0.0218866,0.082134,0.00447452,0.0102323,0.00435016,0.0986108,0.00710722,0.00623316,0.00163664,0.00726746,0.00725664,0.000148392,0.000161218,0.00321373,0.022034,0.0193229,0.00535556,0.00556,0.00843952,0.0156237,0.00765267,0.00433528,0.00504685,0.048217,0.0265853,0.00259669,0.00871237
435,HM027,0.00929932,0.00253047,0.00530237,0.00205973,0.00741249,0.00638591,0.00652681,0.0140535,0.00491697,0.0055017,0.00552932,0.00302201,0.00263547,0.00219828,0.00382286,0.0174755,0.00189248,0.0145342,0.0267864,0.00320912,0.016861,0.00636749,0.00509029,0.0100172,0.00308819,0.00544781,0,0.00457688,0.00958466,0.0382749,0.00683562,0.0143531,0.0134476,0.00671442,0.0643998,0.00617004,0.00224464,0.00333848,0.0100244,0.0247321,0.00831514,0.00660093,0.00545631,0.00418238,0.00486678,0.0495713,0.00209919,0.00360288,0.00596394,0.0177823,0.00873514,0.0143933,0.0150667,0.0516823,0.00869985,0.00920671,0.00465023,0.0144341,0.00910287,0.00951371,0.0231214,0.0123497,0.0255138,0.00933027,0.00814134,0.00555746,0.00823348,0.0726293,0.00568022,0.00449993,0.00809775,0.00643785,0.00552532,0.00401879,0.0101864,0.0271112,0.00211198,0.00976286,0.0156624,0.00747399,0.00546627,0.0248611,0.00405779,0.0060253,0.0097683,0.0169662,0.00336745,0.00745264
436,HM066,0.00784991,0.011605,0.00947552,0.00203286,0.00483389,0.00490057,0.00726931,0.00950367,0.00297195,0.00567526,0.00997533,0.013243,0.00462767,0.0165121,0.0056926,0.0404412,0.00878065,0.000792791,0.0075714,0.00487956,0.0218781,0.00550462,0.00971451,0.0050915,0.00298241,0.00462706,0.00972673,0.00551636,0.00729613,0.00929726,0.00413083,0.0195725,0.00475972,0.00500053,0.10934,0.0116097,0.010215,0.00662791,0.00804135,0.0190459,0.00618124,0.0152911,0.00462197,0.00427763,0.00582615,0.0289888,0.0012719,0.0166164,0.00968824,0.036697,0.00767969,0.007071,0.0113557,0.0228038,0.00772589,0.00306085,0.00549757,0.0163834,0.0118434,0.0107584,0.0305859,0.00906909,0.016039,0.00688337,0.0049692,0.00897817,0.00811031,0.016214,0.00470988,0.00651125,0.00831622,0.0207892,0.00221713,0.00282856,0.00929911,0.0198091,0.0174874,0.00578112,0.0162426,0.0241633,0.0109643,0.0178911,0.00693761,0.00916792,0.00756341,0.00469393,0.00358214,0.00794285
437,HM176,0.00749686,0.00403535,0.00561302,0.000551359,0.00832851,0.0109086,0.00495072,0.0186409,0.0018624,0.00429459,0.00962358,0.00595533,0.000141161,0.00669741,0.0100342,0.00819336,0.00485549,0.0114704,0.0290624,0.00237366,0.0109014,0.00342459,0.0048737,0.013601,0.00275433,0.0044287,0,0.00354755,0.00548734,0.0269649,0.00769423,0.00474684,0.00918592,0.000214772,0.0435836,0.00522247,0.00198439,0.0112522,0.00880487,0.0153353,0.00815626,0.0125291,0.00553006,0.00617243,0.00427557,0.138278,0.000970234,0.00202413,0.0102293,0.0151224,0.00962139,0.00655788,0.0110976,0.0513538,0.00778558,0.000302446,0.00927314,0.00423854,0.0110585,0.0132411,0.0370575,0.0125513,0.00205152,0.000400469,0.0106365,0.00258527,0.00308852,0.0185545,0.0056374,0.00658588,0.00662954,0.00223073,0.000297179,0.000234598,0.00731433,0.0422701,0.0100143,0.00995108,0.0176019,0.00247026,0.0129845,0.0204659,0.0157878,0.00522312,0.0443288,0.0187345,0.00450736,0.0128908
438,HM272,0.00224272,0.00167309,0.00167108,0.00294202,0.00600534,0.00876741,0.0156345,0.00207395,0.000745562,0.00219256,0.00124876,0.00357546,0.0535055,0.00592683,0.00160681,0.0014759,0.0243288,0.044873,0.00275291,0.00301614,0.00318694,0.00321282,0.000844191,0.00171678,0.00987451,0.00209715,0.000125548,0.00039057,0.00205097,0.0956676,0.0105819,0.0028039,0.00279997,0.0069075,0.00671024,0.00297536,0.00134487,0.0157613,0.00267769,0.0036979,0.00456342,0.00743558,0.00984713,0.00144205,0.00227155,0.00210416,0.00390716,0.00361176,0.00267387,0.00725676,0.00234232,0.0186903,0.0251337,0.365161,0.00543669,0.00146034,0.0111969,0.0028907,0.00639582,0.00816492,0.00515945,0.00990893,0.000772078,0.0201832,0.00624023,0.00147869,0.000862674,0.00207501,0.00898117,0.00116711,0.0356801,0.00108843,0.00115555,0.00590832,0.00222004,0.00122931,0.0085828,0.00268953,0.0031177,0.00111375,0.0021606,0.00202673,0.00420852,0.00241105,0.01097,0.00200088,0.00124005,0.00169601
439,HM253,0.00637364,0.00317085,0.0194242,0.00118508,0.0075887,0.00615089,0.00627464,0.0125257,0.00273563,0.00368289,0.00449036,0.00387901,0.0014905,0.0072372,0.0094217,0.0131252,0.00765057,0.00824588,0.0154885,0.00395373,0.0118942,0.0045072,0.00443507,0.00778,0.00270242,0.00446724,0.000105233,0.000244933,0.00522812,0.0234748,0.00569319,0.00776821,0.00665779,0.00208358,0.0209256,0.00922055,0.00731586,0.00482199,0.00941682,0.0463867,0.0162501,0.015587,0.00596211,0.00632224,0.00404619,0.0513998,0.00763682,0.0058785,0.00807013,0.0250294,0.0102726,0.00534811,0.0135283,0.0595898,0.0110309,0.00413828,0.00792733,0.00703178,0.012552,0.0215584,0.0114569,0.00831115,0.00795869,0.00868512,0.00729107,0.00456487,0.00630259,0.0554313,0.00644799,0.00449917,0.00830456,0.0097697,0.00284777,0.00399909,0.0306161,0.0281289,0.00921528,0.012669,0.0328181,0.01,0.0043041,0.0244501,0.00321979,0.00638764,0.0178508,0.0352162,0.00482706,0.00604264
440,HM117,0.0114996,0.00576768,0.00511817,0.00138793,0.00708825,0.0132094,0.0065802,0.0227263,0.00265623,0.00561659,0.00641556,0.00878819,0.00268307,0.00548601,0.00407024,0.00222985,0.00452274,0.0134068,0.0193166,0.00345889,0.00561962,0.0077745,0.00400757,0.00563111,0.00282732,0.00540422,0,0.000697988,0.0111994,0.0326904,0.0136378,0.00653609,0.0146688,0.00752214,0.135952,0.0241424,0.0106446,0.00434496,0.00640093,0.023192,0.0120792,0.00543386,0.00669776,0.00642096,0.00564429,0.0344433,0.0014833,0.00295722,0.0090624,0.00992605,0.00706229,0.00931945,0.0186217,0.0128579,0.0036858,0.00537703,0.00905245,0.0129941,0.0126161,0.0208084,0.0128019,0.0411089,0.0105012,0.00672793,0.0174035,0.00216815,0.00810544,0.019852,0.00674043,0.00231045,0.0100237,0.0134979,0.00690406,0.0115927,0.0159024,0.0114727,0.00653459,0.00915914,0.0209391,0.0119347,0.00826362,0.0108666,0.00833911,0.00840188,0.00870161,0.0201366,0.00350237,0.00464176
441,HM200,0.00513667,0.00306224,0.0146541,0.00546433,0.00810767,0.00927123,0.0201492,0.0142405,0.0030781,0.00455938,0.00527772,0.0153052,0.0034847,0.00418623,0.00804752,0.0208446,0.00425237,0.00706363,0.00825047,0.00777584,0.0133434,0.00314621,0.00846534,0.0135193,0.00249316,0.00570998,0.000111247,0.000587152,0.00599519,0.00813583,0.00742593,0.013633,0.0061621,0.0130177,0.0170066,0.00727856,0.00167913,0.00440734,0.00922636,0.0204786,0.011605,0.00557885,0.0088273,0.00540912,0.00513661,0.065093,0.00714746,0.0149664,0.00670054,0.0119173,0.00741401,0.00713066,0.0134729,0.0727325,0.00627037,0.00493459,0.0110656,0.00778296,0.0188839,0.0123498,0.0252591,0.026057,0.0235927,0.00347774,0.00857832,0.00940481,0.0187647,0.0203884,0.00665972,0.00347393,0.0099223,0.00639471,0.00353689,0.0102747,0.0138964,0.0249808,0.00450271,0.00879048,0.0163262,0.0073358,0.00467471,0.0174599,0.00317184,0.010678,0.0226747,0.0307244,0.00638842,0.0141582
442,HM010,0.00545555,0.00399295,0.00563032,0.00119715,0.0132937,0.0163364,0.00216018,0.0337473,0.00311887,0.00493987,0.0220018,0.00301177,0.00137593,0.0020032,0.00670085,0.00157758,0.00189288,0.00596166,0.0295932,0.00157198,0.0107772,0.00711309,0.00810908,0.0231468,0.00296797,0.00439724,0.000139528,0.000317329,0.00827569,0.00979068,0.0130901,0.00679713,0.00753664,0.00398632,0.0214213,0.00810301,0.00172522,0.0151018,0.00651216,0.013686,0.00988564,0.0133211,0.00739682,0.00545381,0.00348629,0.0338389,0.00764001,0.00149154,0.00910672,0.00796968,0.00858616,0.00400127,0.0186334,0.0712633,0.00782166,0.00494013,0.0143421,0.00521744,0.00974232,0.0160043,0.0119708,0.0160632,0.0481644,0.00270048,0.014112,0.00151219,0.0257813,0.0331887,0.00782819,0.0153237,0.00832358,0.00131497,0.00615428,0.00422682,0.0091349,0.0189321,0.00197855,0.0104571,0.085344,0.00113328,0.0125543,0.0189298,0.00394997,0.0050115,0.0111978,0.0178153,0.00394283,0.00425398
443,HM201,0.00740571,0.00437392,0.00805405,0.00131166,0.00577126,0.00908083,0.00229984,0.014456,0.0058715,0.0112506,0.0366877,0.00718549,0.00187739,0.00152076,0.00881292,0.0013605,0.00159297,0.00984361,0.0188787,0.00159227,0.00807525,0.00223811,0.0123514,0.00939435,0.00304963,0.00451117,0,0.000420631,0.00533243,0.00398391,0.0115311,0.00439433,0.0100929,0.00196198,0.158533,0.0118442,0.00141272,0.0271109,0.00386633,0.00579187,0.00770594,0.00346456,0.00483125,0.00403201,0.00337483,0.150543,0.00750823,0.00477208,0.00332785,0.0108236,0.00602584,0.00610759,0.0135224,0.0508574,0.00386764,0.00633755,0.0108906,0.00527809,0.00970657,0.00632364,0.010689,0.02078,0.0158384,0.000370052,0.0123748,0.00119375,0.0106263,0.00211333,0.0048763,0.00435277,0.00637786,0.00136439,0.00414808,0.0118442,0.00383908,0.0311938,0.00140065,0.0142435,0.0238965,0.00140208,0.00548944,0.00917575,0.0100292,0.0041569,0.00563085,0.0052161,0.00370889,0.0092429
444,HM046,0.0069442,0.00511726,0.00503776,0.000622511,0.00714164,0.0192326,0.00678088,0.00453188,0.00165369,0.0044042,0.0112853,0.00363131,0.00104652,0.00184295,0.00289977,0.00156606,0.00160671,0.00778477,0.0102405,0.00761208,0.0106955,0.0026299,0.00429669,0.0120543,0.00198734,0.00420614,0.000138699,0.00016974,0.00345225,0.00731998,0.0318649,0.012966,0.0116606,0.0414481,0.0150159,0.0046642,0.00147498,0.0351383,0.00619296,0.00482428,0.00767002,0.00395785,0.00586706,0.00216958,0.00314134,0.112802,0.00207097,0.00543752,0.00292754,0.0290942,0.00361397,0.00300953,0.00912773,0.175835,0.00915159,0.000498703,0.0223851,0.00406932,0.0103443,0.00589983,0.008553,0.0183289,0.0174159,0.000609821,0.0194439,0.00213128,0.0222637,0.00545599,0.00441557,0.00120921,0.00443067,0.00896839,0.000444603,0.00525041,0.0214178,0.0099869,0.00181322,0.00794707,0.00796271,0.0122608,0.00381644,0.00665263,0.00279012,0.00592911,0.00694288,0.0442465,0.00176266,0.00529369
445,HM186,0.0122737,0.00204302,0.00762778,0.00258197,0.00978601,0.0145865,0.00465224,0.0192525,0.00294435,0.00578225,0.0136791,0.00190085,0.00265501,0.00369193,0.00303927,0.00296593,0.0026054,0.0125091,0.0178089,0.00270365,0.00568354,0.00505164,0.00554336,0.00915156,0.00316911,0.00485977,0.00012105,0.000802559,0.00684024,0.0177125,0.0221681,0.0101805,0.00702409,0.00571784,0.0430162,0.00652684,0.00135697,0.00811297,0.00854627,0.0340498,0.00731565,0.00866097,0.00563998,0.00314284,0.00431485,0.0189703,0.0371639,0.00516278,0.00978213,0.00641153,0.00951455,0.00467621,0.0104459,0.0152692,0.00818373,0.0151201,0.0128316,0.00740586,0.00732658,0.0100192,0.0153369,0.0200221,0.0295313,0.013235,0.0175585,0.0035842,0.0464894,0.00627327,0.00571858,0.0138452,0.00888648,0.00164701,0.013679,0.00750343,0.0283601,0.0230299,0.00458337,0.00758603,0.0168863,0.00150706,0.00923511,0.0592415,0.0159838,0.0105244,0.0162012,0.0332955,0.00260861,0.00956443
446,HM315,0.00951484,0.00447104,0.00915179,0.0035036,0.0101626,0.024326,0.0139565,0.0136825,0.00254919,0.00605473,0.0234959,0.00485639,0.00146439,0.00606537,0.00439974,0.0052673,0.00328168,0.00965484,0.0182949,0.00408482,0.00905691,0.00717392,0.00603027,0.00826492,0.0030109,0.00609367,0.000628128,0.0148829,0.00602696,0.0235983,0.0297761,0.0104866,0.00886767,0.00149292,0.0467305,0.0194608,0.0019726,0.00746022,0.00635594,0.0121701,0.0102589,0.00521146,0.00615791,0.00317125,0.00457785,0.0573541,0.0421852,0.00338025,0.00447185,0.0154139,0.00483892,0.00667265,0.0171817,0.0323633,0.00409383,0.00702506,0.0263674,0.00859329,0.00657909,0.0139543,0.00553535,0.0202699,0.0251333,0.00175243,0.0246473,0.0027587,0.024415,0.0216295,0.0065376,0.00910603,0.00926753,0.00587037,0.00973545,0.00294413,0.0216664,0.01565,0.00488258,0.00990871,0.010314,0.00668343,0.00857771,0.00769082,0.00879298,0.0100962,0.010444,0.0112734,0.0033497,0.0134367
447,HM139,0.0187212,0.00293536,0.00442184,0.00344596,0.0105356,0.00902264,0.013413,0.00576316,0.00164762,0.0041635,0.00509912,0.00176328,0.0051436,0.00159258,0.00328615,0.00107552,0.00100786,0.0806716,0.0174237,0.00305279,0.00527766,0.0018949,0.00386422,0.0104672,0.00208506,0.00397527,0.00363454,0.0136364,0.00320698,0.0104397,0.0131746,0.00611103,0.00967963,0.00387566,0.0107989,0.00289687,0.000860703,0.0161731,0.00351704,0.0036183,0.0104395,0.00281839,0.00478217,0.00301968,0.00352288,0.110649,0.0761977,0.00184834,0.00524285,0.011226,0.0043139,0.00247469,0.00792165,0.0829345,0.00258307,0.00245504,0.00661548,0.00612297,0.00589862,0.00672509,0.00451468,0.0604742,0.0160298,0.00120142,0.0139687,0.00115254,0.0177278,0.00187074,0.00495681,0.0014986,0.00601535,0.00261694,0.0022509,0.0287142,0.0129285,0.0197418,0.00141923,0.0112501,0.0191113,0.00318192,0.00351983,0.00483497,0.0136117,0.0114038,0.00651128,0.0430563,0.00180574,0.00346524
448,HM340,0.0266768,0.00167364,0.0131985,0.00149096,0.000408983,0.000645099,0.00217702,0.0035487,0.00649642,0.0700132,0.00201398,0.00173439,0.000671,0.00220455,0.000249213,0.0014574,0.00211047,0.00211284,0.000759595,0.00155313,0.0350802,0.00548071,0.00464982,0.00077287,0.00319577,0.00430833,0,0.000952065,0.0062176,0.00243006,0.000727296,0.0453966,0.000443843,0.0112728,0.00381925,0.0107029,0.00389161,0.00464598,0.00538324,0.00819971,0.000420101,0.00830083,0.000284836,0.000308973,0.003539,0.00582249,0.000720701,0.00139718,0.00358612,0.10338,0.000399724,0.00460181,0.000546377,0.000383644,0.000331837,0.154104,0.000522453,0.00435034,0.00963905,0.00117405,0.00645651,0.0100408,0.00291381,0.000158905,0.000622034,0.00186779,0.00445194,0.122552,0.000311253,0.00261067,0.000250855,0.00113033,0.068398,0.000770994,0.107729,0.000378104,0.00207387,0.000514725,0.000487744,0.00123338,0.00474801,0.000751282,0.00565044,0.0305849,0.00599981,0.00448044,0.000242198,0.0100102
449,HM168,0.0143809,0.00316306,0.00700018,0.00129014,0.00771476,0.00819612,0.0193627,0.00879176,0.00199967,0.00460381,0.0220319,0.00265304,0.00901573,0.0525489,0.01379,0.00188557,0.00857849,0.000180893,0.0288049,0.00495809,0.0038386,0.00263685,0.0344744,0.0498685,0.00190652,0.00417726,0.000126369,0.000530095,0.00368507,0.00133499,0.0114409,0.00541909,0.0128316,0,0.019758,0.00321903,0.00103257,0.0127601,0.00592857,0.00321186,0.00679985,0.00364499,0.00470319,0.00381084,0.0052336,0.062165,0.00266415,0.00549855,0.00257631,0.00584507,0.00476844,0.00305834,0.0141717,0.0376957,0.0131347,0.000977422,0.0114265,0.00420505,0.010139,0.00731761,0.0054767,0.0175172,0.0257327,0.00807444,0.0127929,0.00197622,0.042666,0.00933141,0.00487986,0.00173032,0.00500367,0.00421507,0.00104761,0.0321543,0.0234394,0.012685,0.0223241,0.00952343,0.0301893,0.00458094,0.00935782,0.00579494,0.00886746,0.0102946,0.00615771,0.0531074,0.00320225,0.0189104
450,HM077,0.0170473,0.00826827,0.00596567,0.00165408,0.00730893,0.0109842,0.011645,0.0075493,0.00443441,0.0191777,0.0149813,0.00622248,0.00342165,0.0102006,0.0440868,0.00416824,0.00748602,0.0225029,0.0259017,0.00399049,0.0184301,0.00359487,0.00693424,0.0125114,0.0127923,0.0036076,0.000745797,0.000546702,0.00481456,0.00541937,0.012616,0.00766388,0.0160503,0.016098,0.00601708,0.00492296,0.00937828,0.00626825,0.00561706,0.0194308,0.00960316,0.00452109,0.00595919,0.00928479,0.00395499,0.0498308,0.0191426,0.00508707,0.00543666,0.014339,0.0105862,0.00290523,0.0149836,0.0432833,0.00623998,0.00273161,0.00820177,0.0119212,0.0100731,0.0111492,0.00910099,0.0205382,0.0161109,0.00261234,0.0139486,0.00217732,0.0202715,0.0213628,0.006033,0.0219528,0.00896111,0.00476054,0.00226332,0.0122243,0.0305802,0.0193564,0.0168552,0.016878,0.0162699,0.00491848,0.00445425,0.0210552,0.0091627,0.00625474,0.00560969,0.00892388,0.00645164,0.0112208
451,HM182,0.0047583,0.00330943,0.00609725,0.000841499,0.00755998,0.000368695,0.0121393,0.0323945,0.00348908,0.00482985,0.00908072,0.0102884,0.000436581,0.00818111,0.0161037,0.0051387,0.00496455,0.00300313,0.027807,0.00578372,0.00791131,0.00277748,0.00376153,0.0150626,0.00300939,0.00573726,0,0.00339057,0.00955364,0.00937398,0.000611523,0.0069699,0.0245278,0.000332776,0.0113218,0.00673219,0.00184438,0.0115754,0.00870335,0.0438483,0.0105067,0.00415991,0.00567884,0.0155907,0.00518728,0.0484639,0.0147675,0.0140769,0.00891903,0.0131554,0.0252205,0.00333716,0.0126167,0.00274737,0.0262373,0.000361244,0.000495368,0.0111858,0.0061579,0.0165844,0.00735816,0.0420116,0.0357541,0.0196019,0.000473522,0.00486679,0.0327318,0.00437675,0.00600857,0.00475384,0.00620317,0.0189356,0.000384407,0.00111044,0.0074543,0.0227785,0.011294,0.0128616,0.0129245,0.0258642,0.0189347,0.0546115,0.00328175,0.00458394,0.0124749,0.0185502,0.0159063,0.00483835
452,HM155,0.00875435,0.00660736,0.00895265,0.0013849,0.00945249,0.009034,0.0050468,0.00515842,0.00276714,0.00516968,0.0105267,0.00816822,0.00394393,0.00277475,0.00709516,0.00794335,0.0024815,0.0103408,0.020565,0.00325606,0.00534726,0.00321715,0.0130939,0.0215549,0.00256621,0.00503939,0,0.000460913,0.00734016,0.013526,0.0124563,0.0123979,0.0146139,0.0146412,0.0162461,0.0053493,0.00210268,0.0323043,0.0054822,0.014791,0.0112318,0.0044463,0.00770267,0.0109323,0.00346157,0.111132,0.016879,0.00846702,0.00959822,0.00765444,0.00720845,0.00411904,0.0150721,0.0287627,0.00847079,0.00114569,0.0077677,0.00738245,0.00664445,0.0121107,0.0050501,0.0161794,0.0119698,0.001189,0.0102765,0.00313029,0.0217609,0.00636832,0.00776354,0.00873475,0.0130026,0.0099531,0.00115314,0.0198654,0.00673097,0.0252351,0.00323877,0.0176431,0.0303971,0.0132151,0.0156977,0.0132279,0.00600239,0.0063445,0.00986092,0.0443817,0.00480286,0.0346818
