pool	USDA1157	USDA1021	KH35C	HM006-1	1819	1790	1760	1751	1724	1464	1397	1456	1415	1533	1623	1919	1222	1519	1883	1561	1215	1200	1710	1793	1212	M162	1107	1248	1158	1614	T073	1180	1581	1027	1206	M270	1199	1031	1491	1195	3085	1742	1264	1496	1497	1808	1660	1211	1191	1530	1791	1659	1170	1550	1795	1594	1562	1580	1612	1616	1617	1666	KH46C	1777	1655	1688	1692	1719
C68_A17_M10	0.0105214	0.000592321	0.108799	0.0142178	0.0779846	0.0100701	0.00273202	0.00206156	0.0127751	0.00024898	0.000702662	0.000661564	0.0092105	0.0169801	0.000337022	0.00740619	0.00525123	0.00356432	0.0233445	0.00120809	0.000288585	0.00193175	0.000748122	0.0407195	0.00629188	0.00031031	0.00201108	0.00015547	0.0089979	0.000402562	0.00514132	0.000803771	0.00260202	0.00248737	0.0011647	0.000429401	0.0035288	0.000338246	0.000690894	0.000436572	0.00132055	0.0239016	0.00117025	0.00848576	0.00131872	0.000777778	0.0449646	0.00461565	0.000447646	0.00276005	0.0892664	0.00284946	0.00119677	0.0769187	0.277025	0.00713853	0.000914939	0.0018227	0.000666405	0.00152233	0.00294702	0.0033768	0.00833278	0.0297631	0.00446485	0.00306869	0.00131269	0.00950168
C68_A17_M7	0.00174357	0.000432926	0.140997	0.0397849	0.0340744	0.0092307	0.00155274	0.00121304	0.00120088	0.000187375	0.000331146	0.000449659	0.0114787	0.0274359	0.000294174	0.00790411	0.00290139	0.00221668	0.00269004	0.000500902	0.000197434	0.00371137	0.000815635	0.0138584	0.00286399	0.000132851	0.000384895	0.000263486	0.00383199	0.000328467	0.00308472	0.000525399	0.00149465	0.0022308	0.000360674	0.00021978	0.00182309	0.00024423	0.00076509	0.000347206	0.00118354	0.0127719	0.00136618	0.0201929	0.00109527	0.000198456	0.0738728	0.018587	0.000483063	0.00221925	0.254451	0.000130148	0.000826495	0.0175763	0.23142	0.000352966	0.00082444	0.00116602	0.000620284	0.00129471	0.00159362	0.00181249	0.00616829	0.0121804	0.0057945	0.00624048	0.00126004	0.0002135
C68_A17_M8	0.00159675	0.00031977	0.184221	0.0255164	0.0267136	0.00596374	0.00146155	0.00112807	0.00714535	0.000153805	0.000311653	0.000338879	0.00919351	0.0222515	0.00016022	0.00381628	0.00206053	0.00241883	0.0137163	0.000355143	0.000122394	0.000884018	0.000672579	0.0141825	0.00258087	0.000134861	0.000433991	0.000134618	0.0125616	0.000255439	0.00358586	0.000512519	0.00141103	0.00135544	0.000251834	0.000243019	0.00291556	0.000193633	0.000399459	0.00032707	0.00113285	0.0312273	0.000749441	0.00782866	0.000545046	0.000204415	0.13305	0.00155289	0.000322232	0.00227479	0.135235	0	0.00091385	0.0381352	0.274249	0.000287129	0.000533727	0.000931621	0.000442072	0.00113983	0.00207143	0.00168811	0.00792889	0.000794363	0.00170274	0.00121551	0.00138717	0.000454341
C68_A17_M9	0.00131971	0.000362332	0.174944	0.0137624	0.0316491	0.00858954	0.00165233	0.0014974	0.00260335	0.000137532	0.000273362	0.000456673	0.00971247	0.0275349	0.0002643	0.00371702	0.00853633	0.00285344	0.014472	0.000430671	0.000120201	0.000772766	0.00049927	0.00502145	0.00180298	0.000146112	0.000406417	0.000163763	0.00563291	0.000222003	0.00480246	0.000400089	0.0013578	0.00139173	0.000289753	0.000265991	0.00548844	0.000187508	0.000472237	0.000296993	0.00120519	0.0112265	0.000701864	0.00626245	0.000655229	0.000132061	0.115369	0.00159508	0.000391363	0.00258362	0.109951	0	0.000826123	0.0307232	0.353119	0.00896352	0.000692586	0.000992877	0.000444242	0.00108321	0.00225951	0.00172394	0.00689661	0.00193208	0.00203957	0.00120838	0.00112116	0.00139023
C68_A17_B10	0.00535468	0.000660801	0.0832607	0.014527	0.0762131	0.0130135	0.00223851	0.00208791	0.00255488	0.000246596	0.000799645	0.00051877	0.00988216	0.0206859	0.000192687	0.0040073	0.0020062	0.00459756	0.0240028	0.000880533	0.000227474	0.00173293	0.00143834	0.0232592	0.0100078	0.000254364	0.000614102	0	0.00616727	0.000278211	0.0069756	0.00324736	0.00221222	0.00198386	0.000436999	0.000390057	0.00255748	0.000334171	0.000627941	0.00148749	0.00165235	0.0648515	0.00102869	0.00355813	0.000984744	0.00036385	0.116782	0.0021528	0.000513995	0.00214806	0.0773776	0.000159482	0.0012141	0.0487691	0.30201	0.000375693	0.000763749	0.00161186	0.000468553	0.00158426	0.0018995	0.00241976	0.00418156	0.00773698	0.00265407	0.00159463	0.00288403	0.0162943
C68_A17_B11	0.00343986	0.000320307	0.0974048	0.0470575	0.0290713	0.0127527	0.00335602	0.00192947	0.00395696	0.000193467	0.000195977	0.000305136	0.00732585	0.0167419	0.000301903	0.00694588	0.00190344	0.000465751	0	0.000367134	0.0001958	0.00646737	0.000342801	0.00017076	0.000251989	0	0.00035448	0	0.0568147	0.000401868	0.00843902	0.000598595	0.00162944	0.00206515	0.000342791	0.000194749	0.000109239	0.00024673	0.000677005	0.000258505	0.00201943	0.00731049	0.00104841	0.00884746	0.000336317	0.00022887	0.151186	0.00286856	0.000341533	0.00243448	0.111986	0.00723835	0.00189935	0.185875	0.179024	0.000387128	0.0013064	0.00143056	0.000799828	0.00216496	0.00268448	0.00414016	0.00229338	0	0.00541167	0.00242815	0.000713284	0
C68_A17_B12	0.00175842	0.000517657	0.155882	0.0478506	0.024364	0.0104879	0.00182549	0.00138895	0	0.000207584	0.00040234	0.000482443	0.0110584	0.0188109	0.000307976	0.00450083	0.00391458	0.00207514	0.0196142	0.000550535	0.000222817	0.00122	0.000943421	0.010964	0.00596648	0.00024179	0.000645768	0	0.00361539	0.00039722	0.0036648	0	0.00159628	0.00243253	0.00037028	0.000330146	0.00598823	0.000248323	0.000761622	0.000407078	0.0011759	0.0183541	0.00090737	0.00571223	0.000827779	0.000340964	0.0692663	0.0103804	0.000512085	0.00377858	0.112498	0.000127852	0.000997184	0.024772	0.327593	0.000430653	0.00110206	0.00115429	0.000518241	0.00144637	0.0019147	0.00192808	0.0218507	0	0.0150227	0.00877001	0.0013514	0.021251
C68_A17_B7	0.00657921	0.000717485	0.0612363	0.0490726	0.0414787	0.014923	0.00244879	0.00180479	0	0.000282526	0.000748836	0.000755012	0.00712492	0.0124438	0.00023729	0.00482137	0.00257402	0.00906369	0.0141	0.000899546	0.000323452	0.00175611	0.00117537	0.0592879	0.00439622	0.000222899	0.00065741	0	0.00789686	0.000311054	0.00633654	0.000121581	0.00239596	0.00211366	0.000443023	0.000406845	0.00347866	0.000404264	0.00077521	0.000648792	0.00190893	0.0486977	0.00131029	0.0040248	0.0013067	0.000394264	0.231083	0.00271881	0.000481133	0.00366688	0.0694033	0.000138314	0.00132172	0.055818	0.194695	0.000414025	0.000999781	0.00181125	0.00058731	0.00176486	0.00197859	0.00272373	0.0217548	0	0.00437031	0.00215982	0.00217847	0.0178239
C68_A17_B8	0.00574351	0.000351263	0.127923	0.0136208	0.0525651	0.00774545	0.00204309	0.00171494	0	0.000182643	0.00037068	0.000282817	0.00974527	0.0300566	0.000129292	0.00471505	0.00233455	0.00177618	0.0198053	0.000440109	0.000164099	0.00128968	0.00104098	0.000108459	0.000299653	0.000198574	0.000541212	0	0.0200553	0.000200955	0.00420643	0.000102835	0.00178844	0.00151189	0.000325737	0.000378093	0.000202167	0.000274982	0.000403345	0.00047323	0.00150359	0.0479379	0.000878557	0.00341128	0.000402797	0.000361355	0.152178	0.00546676	0.000382704	0.00263476	0.0938593	0.000123091	0.00107907	0.015968	0.325934	0.000292083	0.000558195	0.00113115	0.000534304	0.00147872	0.00153167	0.00235934	0.0109212	0	0.00182164	0.00164082	0.00207851	0.00841992
